STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00014765,6/17/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,W,2400",0,",,W,",0,",,W,",289,",,W",167,",,W",,,,,38,",,W",,,,,,,,,230,"H,,S",,,,,350,",,W",340,",,W",,,,,,,107,",,W",139,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/18/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",79,",,W,2400",0,",,W,",0,",,W,",267,",,W",150,",,W",,,,,26,",,W",,,,,,,,,199,"H,,S",,,,,40,",,W",30,",,W",,,,,,,112,",,W",130,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/19/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,W,2400",0,",,W,",0,",,W,",244,",,W",139,",,W",,,,,38,",,W",,,,,,,,,182,"H,,S",,,,,10,",,W",10,",,W",,,,,,,76,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/20/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",261,",,W",117,",,W",,,,,26,",,W",,,,,,,,,189,"H,,S",,,,,200,",,W",200,",,W",,,,,,,81,",,W",107,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/21/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",278,",,W",139,",,W",,,,,38,",,W",,,,,,,,,206,"H,,S",,,,,200,",,W",210,",,W",,,,,,,81,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/22/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",283,",,W",161,",,W",,,,,38,",,W",,,,,,,,,217,"H,,S",,,,,190,",,W",150,",,W",,,,,,,76,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/23/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",306,",,W",172,",,W",,,,,44,",,W",,,,,,,,,230,"H,,S",,,,,230,",,W",220,",,W",,,,,,,94,",,W",125,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/24/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",339,",,W",211,",,W",,,,,39,",,W",,,,,,,,,268,"H,,S",,,,,290,",,W",300,",,W",,,,,,,116,",,W",170,",,W",,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/25/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",333,",,W",206,",,W",,,,,36,",,W",,,,,,,,,261,"H,,S",,,,,220,",,W",210,",,W",,,,,,,81,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/26/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",311,",,W",222,",,W",,,,,29,",,W",,,,,,,,,261,"H,,S",,,,,260,",,W",260,",,W",,,,,,,76,",,W",103,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/27/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,W,2400",0,",,W,",0,",,W,",233,",,W",189,",,W",,,,,24,",,W",,,,,,,,,219,"H,,S",,,,,80,",,W",70,",,W",,,,,,,45,",,W",58,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/28/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",119,",,W,2400",0,",,W,",0,",,W,",267,",,W",194,",,W",,,,,44,",,W",,,,,,,,,220,"H,,S",,,,,190,",,W",200,",,W",,,,,,,94,",,W",116,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/29/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",10,",,W,2400",0,",,W,",0,",,W,",272,",,W",206,",,W",,,,,47,",,W",,,,,,,,,229,"H,,S",,,,,190,",,W",190,",,W",,,,,,,98,",,W",125,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,6/30/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",46,",,W,2400",0,",,W,",0,",,W,",267,",,W",211,",,W",,,,,39,",,W",,,,,,,,,229,"H,,S",,,,,190,",,W",200,",,W",,,,,,,76,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/1/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",58,",,W,2400",0,",,W,",0,",,W,",267,",,W",217,",,W",,,,,39,",,W",,,,,,,,,232,"H,,S",,,,,200,",,W",170,",,W",,,,,,,81,",,W",103,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/2/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",283,",,W",222,",,W",,,,,45,",,W",,,,,,,,,241,"H,,S",,,,,230,",,W",240,",,W",,,,,,,76,",,W",107,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/3/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",311,",,W",217,",,W",,,,,44,",,W",,,,,,,,,253,"H,,S",,,,,240,",,W",260,",,W",,,,,,,94,",,W",125,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/4/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",322,",,W",233,",,W",,,,,39,",,W",,,,,,,,,273,"H,,S",,,,,240,",,W",240,",,W",,,,,,,76,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/5/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",339,",,W",239,",,W",,,,,44,",,W",,,,,,,,,280,"H,,S",,,,,240,",,W",230,",,W",,,,,,,81,",,W",107,",,W",,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/6/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",339,",,W",239,",,W",,,,,38,",,W",,,,,,,,,283,"H,,S",,,,,250,",,W",260,",,W",,,,,,,76,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/7/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",350,",,W",239,",,W",,,,,31,",,W",,,,,,,,,289,"H,,S",,,,,210,",,W",220,",,W",,,,,,,89,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/8/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",333,",,W",211,",,W",,,,,37,",,W",,,,,,,,,278,"H,,S",,,,,260,",,W",260,",,W",,,,,,,72,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/9/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,W,2400",0,",,W,",0,",,W,",261,",,W",200,",,W",,,,,20,",,W",,,,,,,,,227,"H,,S",,,,,240,",,W",250,",,W",,,,,,,67,",,W",76,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/10/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",294,",,W",228,",,W",,,,,34,",,W",,,,,,,,,245,"H,,S",,,,,190,",,W",180,",,W",,,,,,,89,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/11/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",109,",,W,2400",0,",,W,",0,",,W,",261,",,W",217,",,W",,,,,29,",,W",,,,,,,,,245,"H,,S",,,,,340,",,W",350,",,W",,,,,,,72,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/12/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",256,",,W",194,",,W",,,,,52,",,W",,,,,,,,,232,"H,,S",,,,,40,",,W",30,",,W",,,,,,,98,",,W",116,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/13/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,W,2400",0,",,W,",0,",,W,",261,",,W",189,",,W",,,,,21,",,W",,,,,,,,,214,"H,,S",,,,,40,",,W",40,",,W",,,,,,,45,",,W",54,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/14/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",333,",,W",222,",,W",,,,,27,",,W",,,,,,,,,268,"H,,S",,,,,280,",,W",270,",,W",,,,,,,67,",,W",81,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/15/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",344,",,W",244,",,W",,,,,26,",,W",,,,,,,,,291,"H,,S",,,,,300,",,W",330,",,W",,,,,,,63,",,W",81,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/16/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",350,",,W",244,",,W",,,,,30,",,W",,,,,,,,,293,"H,,S",,,,,360,",,W",360,",,W",,,,,,,72,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/17/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",317,",,W",228,",,W",,,,,32,",,W",,,,,,,,,275,"H,,S",,,,,150,",,W",150,",,W",,,,,,,72,",,W",94,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/18/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",356,",,W",250,",,W",,,,,30,",,W",,,,,,,,,289,"H,,S",,,,,150,",,W",310,",,W",,,,,,,63,",,W",89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/19/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",367,",,W",250,",,W",,,,,48,",,W",,,,,,,,,299,"H,,S",,,,,220,",,W",260,",,W",,,,,,,98,",,W",134,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/20/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",28,",,W,2400",0,",,W,",0,",,W,",350,",,W",239,",,W",,,,,39,",,W",,,,,,,,,293,"H,,S",,,,,300,",,W",290,",,W",,,,,,,103,",,W",134,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/21/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",30,",,W,2400",0,",,W,",0,",,W,",283,",,W",206,",,W",,,,,22,",,W",,,,,,,,,248,"H,,S",,,,,160,",,W",150,",,W",,,,,,,45,",,W",67,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/22/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",289,",,W",206,",,W",,,,,22,",,W",,,,,,,,,242,"H,,S",,,,,150,",,W",180,",,W",,,,,,,58,",,W",67,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/23/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",43,",,W,2400",0,",,W,",0,",,W,",311,",,W",228,",,W",,,,,38,",,W",,,,,,,,,254,"H,,S",,,,,220,",,W",220,",,W",,,,,,,94,",,W",116,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/24/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",306,",,W",217,",,W",,,,,31,",,W",,,,,,,,,257,"H,,S",,,,,10,",,W",10,",,W",,,,,,,94,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/25/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",183,",,W,2400",0,",,W,",0,",,W,",217,",,W",156,",,W",,,,,58,",,W",,,,,,,,,192,"H,,S",,,,,10,",,W",10,",,W",,,,,,,94,",,W",112,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/26/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",84,",,W,2400",0,",,W,",0,",,W,",228,",,W",161,",,W",,,,,44,",,W",,,,,,,,,179,"H,,S",,,,,350,",,W",340,",,W",,,,,,,94,",,W",125,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/27/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",294,",,W",172,",,W",,,,,36,",,W",,,,,,,,,222,"H,,S",,,,,200,",,W",180,",,W",,,,,,,76,",,W",98,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/28/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,W,2400",0,",,W,",0,",,W,",289,",,W",200,",,W",,,,,27,",,W",,,,,,,,,232,"H,,S",,,,,180,",,W",210,",,W",,,,,,,67,",,W",76,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/29/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",289,",,W",206,",,W",,,,,34,",,W",,,,,,,,,238,"H,,S",,,,,150,",,W",140,",,W",,,,,,,81,",,W",98,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/30/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",283,",,W",189,",,W",,,,,33,",,W",,,,,,,,,237,"H,,S",,,,,290,",,W",290,",,W",,,,,,,67,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,7/31/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",278,",,W",156,",,W",,,,,24,",,W",,,,,,,,,225,"H,,S",,,,,180,",,W",180,",,W",,,,,,,63,",,W",76,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/1/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",8,",,W,2400",0,",,W,",0,",,W,",267,",,W",172,",,W",,,,,28,",,W",,,,,,,,,216,"H,,S",,,,,160,",,W",150,",,W",,,,,,,89,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/2/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",51,",,W,2400",0,",,W,",0,",,W,",289,",,W",189,",,W",,,,,26,",,W",,,,,,,,,226,"H,,S",,,,,250,",,W",330,",,W",,,,,,,81,",,W",112,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/3/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,W,2400",0,",,W,",0,",,W,",256,",,W",183,",,W",,,,,39,",,W",,,,,,,,,223,"H,,S",,,,,260,",,W",220,",,W",,,,,,,67,",,W",94,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/4/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,W,2400",0,",,W,",0,",,W,",272,",,W",139,",,W",,,,,33,",,W",,,,,,,,,214,"H,,S",,,,,300,",,W",290,",,W",,,,,,,76,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/5/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",256,",,W",139,",,W",,,,,31,",,W",,,,,,,,,198,"H,,S",,,,,310,",,W",290,",,W",,,,,,,81,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/6/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",267,",,W",122,",,W",,,,,23,",,W",,,,,,,,,196,"H,,S",,,,,170,",,W",150,",,W",,,,,,,67,",,W",89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/7/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",256,",,W",133,",,W",,,,,30,",,W",,,,,,,,,198,"H,,S",,,,,150,",,W",160,",,W",,,,,,,76,",,W",98,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/8/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",272,",,W",194,",,W",,,,,44,",,W",,,,,,,,,224,"H,,S",,,,,210,",,W",200,",,W",,,,,,,81,",,W",107,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/9/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",442,",,W,2400",0,",,W,",0,",,W,",244,",,W",222,",,W",,,,,50,",,W",,,,,,,,,232,"H,,S",,,,,210,",,W",170,",,W",,,,,,,107,",,W",148,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/10/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",289,",,W",178,",,W",,,,,38,",,W",,,,,,,,,245,"H,,S",,,,,270,",,W",290,",,W",,,,,,,76,",,W",98,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/11/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",267,",,W",139,",,W",,,,,27,",,W",,,,,,,,,213,"H,,S",,,,,260,",,W",250,",,W",,,,,,,63,",,W",76,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/12/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",272,",,W",178,",,W",,,,,20,",,W",,,,,,,,,218,"H,,S",,,,,150,",,W",150,",,W",,,,,,,63,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/13/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",10,",,W,2400",0,",,W,",0,",,W,",228,",,W",178,",,W",,,,,16,",,W",,,,,,,,,204,"H,,S",,,,,150,",,W",160,",,W",,,,,,,45,",,W",63,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/14/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",233,",,W",156,",,W",,,,,46,",,W",,,,,,,,,201,"H,,S",,,,,280,",,W",290,",,W",,,,,,,107,",,W",139,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/15/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",250,",,W",133,",,W",,,,,32,",,W",,,,,,,,,192,"H,,S",,,,,250,",,W",260,",,W",,,,,,,67,",,W",89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/16/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",261,",,W",128,",,W",,,,,26,",,W",,,,,,,,,201,"H,,S",,,,,200,",,W",200,",,W",,,,,,,67,",,W",89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/17/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",278,",,W",150,",,W",,,,,14,",,W",,,,,,,,,209,"H,,S",,,,,150,",,W",110,",,W",,,,,,,45,",,W",63,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/18/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,W,2400",0,",,W,",0,",,W,",261,",,W",156,",,W",,,,,16,",,W",,,,,,,,,201,"H,,S",,,,,180,",,W",150,",,W",,,,,,,45,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/19/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",278,",,W",150,",,W",,,,,38,",,W",,,,,,,,,209,"H,,S",,,,,290,",,W",300,",,W",,,,,,,67,",,W",89,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/20/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",300,",,W",178,",,W",,,,,22,",,W",,,,,,,,,241,"H,,S",,,,,270,",,W",280,",,W",,,,,,,54,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/21/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",317,",,W",189,",,W",,,,,26,",,W",,,,,,,,,249,"H,,S",,,,,290,",,W",250,",,W",,,,,,,58,",,W",81,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/22/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",160,",,W,2400",0,",,W,",0,",,W,",289,",,W",194,",,W",,,,,30,",,W",,,,,,,,,232,"H,,S",,,,,270,",,W",280,",,W",,,,,,,103,",,W",125,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/23/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",267,",,W",183,",,W",,,,,31,",,W",,,,,,,,,232,"H,,S",,,,,350,",,W",10,",,W",,,,,,,89,",,W",103,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/24/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",250,",,W",139,",,W",,,,,36,",,W",,,,,,,,,203,"H,,S",,,,,40,",,W",50,",,W",,,,,,,76,",,W",116,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,8/25/2013,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,W,2400",0,",,W,",0,",,W,",278,",,W",128,",,W",,,,,23,",,W",,,,,,,,,196,"H,,S",,,,,220,",,W",140,",,W",,,,,,,72,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
